987b42a7f1f0e96f38a66c54005490b7	9031	Gallus gallus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/699/485/GCF_016699485.2_bGalGal1.mat.broiler.GRCg7b/GCF_016699485.2_bGalGal1.mat.broiler.GRCg7b_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/699/485/GCF_016699485.2_bGalGal1.mat.broiler.GRCg7b/GCF_016699485.2_bGalGal1.mat.broiler.GRCg7b_genomic.fna.gz
ddcd855c0e3164a30ecb61922d59a7f5	8030	Salmo salar	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/058/321/555/GCA_058321555.1_ASM5832155v1/GCA_058321555.1_ASM5832155v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/058/321/555/GCA_058321555.1_ASM5832155v1/GCA_058321555.1_ASM5832155v1_genomic.fna.gz
37e1c886f6f05b58092b4a6a9f44041b	6239	Caenorhabditis elegans	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Caenorhabditis_elegans/GCA_000002985.3/wormbase/geneset/2014_10/genes.gff3.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/985/GCA_000002985.3_WBcel235/GCA_000002985.3_WBcel235_genomic.fna.gz
77a1b0e9d1aa5f5aa686dd2657112d2f	8128	Oreochromis niloticus	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Oreochromis_niloticus/GCA_001858045.3/ensembl/geneset/2019_09/genes.gff3.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/858/045/GCA_001858045.3_O_niloticus_UMD_NMBU/GCA_001858045.3_O_niloticus_UMD_NMBU_genomic.fna.gz
c08abff107f468adb5fe08ed95f53bea	29159	Crassostrea gigas	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Crassostrea_gigas/GCA_902806645.1/community/geneset/2021_12/genes.gff3.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/806/645/GCA_902806645.1_cgigas_uk_roslin_v1/GCA_902806645.1_cgigas_uk_roslin_v1_genomic.fna.gz
b37b2971b7cd2eedaa414631367d751b	7757	Petromyzon marinus	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Petromyzon_marinus/GCA_010993605.1/ensembl/geneset/2022_06/genes.gff3.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/993/605/GCA_010993605.1_kPetMar1.pri/GCA_010993605.1_kPetMar1.pri_genomic.fna.gz
7484480a7845eaad88d08820c9983b33	28680	Anas acuta	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Anas_acuta/GCA_963932015.1/ensembl/geneset/2024_08/genes.gff3.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/932/015/GCA_963932015.1_bAnaAcu1.1/GCA_963932015.1_bAnaAcu1.1_genomic.fna.gz
be141475dda2a96dcd5e7c04bda4ef8f	7962	Cyprinus carpio	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Cyprinus_carpio/GCA_018340385.1/ensembl/geneset/2024_08/genes.gff3.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/340/385/GCA_018340385.1_ASM1834038v1/GCA_018340385.1_ASM1834038v1_genomic.fna.gz
c0ea733a220d7d1aa0a4c5d8dbf11423	7719	Ciona intestinalis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/145/GCF_000224145.3_KH/GCF_000224145.3_KH_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/145/GCF_000224145.3_KH/GCF_000224145.3_KH_genomic.fna.gz
3aff5907b3e9d59489cc7fec0d054962	6669	Daphnia pulex	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/134/715/GCF_021134715.1_ASM2113471v1/GCF_021134715.1_ASM2113471v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/134/715/GCF_021134715.1_ASM2113471v1/GCF_021134715.1_ASM2113471v1_genomic.fna.gz
