ffcda17aa3f3588f95cf7c8b7d14e72e	6087	Hydra vulgaris	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/396/675/GCF_038396675.1_HydraT2T_AEP/GCF_038396675.1_HydraT2T_AEP_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/396/675/GCF_038396675.1_HydraT2T_AEP/GCF_038396675.1_HydraT2T_AEP_genomic.fna.gz
0f86ba2b535731f3404ae1f10cef2fd9	260615	Mauremys reevesii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/161/935/GCF_016161935.1_ASM1616193v1/GCF_016161935.1_ASM1616193v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/161/935/GCF_016161935.1_ASM1616193v1/GCF_016161935.1_ASM1616193v1_genomic.fna.gz
94523c4b00321fcb3a4571029aa1f6bb	10228	Trichoplax adhaerens	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Trichoplax_adhaerens/GCA_000150275.1/community/geneset/2010_12/genes.gff3.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/275/GCA_000150275.1_v1.0/GCA_000150275.1_v1.0_genomic.fna.gz
76ffa52c41f51dfb88e33e7bee38fc98	6523	Lymnaea stagnalis	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Lymnaea_stagnalis/GCA_964033795.1/ensembl/geneset/2024_11/genes.gff3.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/033/795/GCA_964033795.1_LYST_v1/GCA_964033795.1_LYST_v1_genomic.fna.gz
88139e7b40ac8d4ab0a68634a7eaa3c9	6500	Aplysia californica	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/075/GCF_000002075.1_AplCal3.0/GCF_000002075.1_AplCal3.0_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/075/GCF_000002075.1_AplCal3.0/GCF_000002075.1_AplCal3.0_genomic.fna.gz
75807e8a2d8a4d8edaa80e02d2374b9b	7227	Drosophila melanogaster	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/215/GCA_000001215.4_Release_6_plus_ISO1_MT/GCA_000001215.4_Release_6_plus_ISO1_MT_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/215/GCA_000001215.4_Release_6_plus_ISO1_MT/GCA_000001215.4_Release_6_plus_ISO1_MT_genomic.fna.gz
51a06ffbae93f0f5e74ba9ee86010422	46514	Patiria miniata	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/706/575/GCF_015706575.1_ASM1570657v1/GCF_015706575.1_ASM1570657v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/706/575/GCF_015706575.1_ASM1570657v1/GCF_015706575.1_ASM1570657v1_genomic.fna.gz
aa830cb435d9078fe1ff316833947b51	30301	Botryllus schlosseri	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/294/905/GCF_051294905.1_Bs_hap1/GCF_051294905.1_Bs_hap1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/294/905/GCF_051294905.1_Bs_hap1/GCF_051294905.1_Bs_hap1_genomic.fna.gz
6b51ade75e606e22e155da9995d0d86e	400682	Amphimedon queenslandica	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/090/795/GCF_000090795.2_v1.1/GCF_000090795.2_v1.1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/090/795/GCF_000090795.2_v1.1/GCF_000090795.2_v1.1_genomic.fna.gz
2b5154a27a2f14af7090d2958e717cae	869203	Echinarachnius parma	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Echinarachnius_parma/GCA_037951105.2/ensembl/geneset/2026_02/genes.gff3.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/951/105/GCA_037951105.2_eeEchParm1_p1.2/GCA_037951105.2_eeEchParm1_p1.2_genomic.fna.gz
